epoch,train_loss,train_acc,val_loss,val_acc
140,2.010490300254822,0.48776,1.8719542768478394,0.5175
141,2.0083673475646973,0.4865,1.871914258956909,0.5183
142,2.006530467071533,0.48682,1.8725544338226319,0.518
143,2.0029560879516604,0.48648,1.8717302585601807,0.5187
144,2.0071213806533814,0.48758,1.8709983333587648,0.5179
145,2.005663966293335,0.4884,1.870499514770508,0.5177
146,2.012603726043701,0.48716,1.871129235649109,0.5175
147,2.004168675994873,0.48724,1.8708426624298096,0.5186
148,2.009319208526611,0.49004,1.8737168109893798,0.5173
149,2.0124210746002196,0.48908,1.873786074066162,0.5168
150,2.0077042121887207,0.48584,1.8715498651504516,0.5175
151,2.005234010391235,0.48888,1.871031876373291,0.516
152,2.0109845388793945,0.4853,1.871488816833496,0.5179
153,2.001919529953003,0.48992,1.8716345544815063,0.5175
154,2.0061152606201174,0.48824,1.8729028800964356,0.5177
155,2.006947812728882,0.48816,1.8720422222137452,0.5185
156,2.0018647152328493,0.49078,1.870827900314331,0.5193
157,1.998411964111328,0.4893,1.8713713949203492,0.5176
158,2.0076731484985353,0.49026,1.871917488861084,0.5163
159,2.0085108235168456,0.48852,1.871641603088379,0.5178
160,2.00509111038208,0.4863,1.8710677062988281,0.5171
